case,activity,startTime,user,issue_type,request_type,priority,assignee,security,project,ma
Case01-2602,In Progress,2022-09-21 15:22:14.915,User_112,Request,ReqType_1,Low,Assignee_5,Security_12,Project_1,M
Case01-2602,Waiting for approval,2022-09-21 14:36:39.143,User_14,Request,ReqType_1,Low,Assignee_5,Security_12,Project_1,M
Case01-2602,In Progress,2022-09-21 14:36:37.156,User_14,Request,ReqType_1,Low,Assignee_5,Security_12,Project_1,M
Case01-2602,Open,2022-09-21 13:55:37.534,User_611,Request,ReqType_1,Low,Assignee_5,Security_12,Project_1,M
Case01-2603,First assigned,2022-09-21 16:28:40.354,User_2,Incident,ReqType_18,Low,Assignee_1,Security_6,Project_1,M
Case01-2603,Change in request type,2022-09-22 16:23:43.812,User_2,Incident,ReqType_18,Low,Assignee_1,Security_6,Project_1,M
Case01-2603,Closed,2022-09-23 10:06:10.490,User_152,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2603,Waiting validation,2022-09-22 16:23:42.285,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2603,Resolved,2022-09-22 16:23:40.250,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2603,In Progress,2022-09-22 16:23:38.624,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2603,Open,2022-09-21 16:20:49.191,User_152,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,First assigned,2022-09-22 09:22:00.200,User_15,Incident,ReqType_18,Low,Assignee_1,Security_6,Project_1,M
Case01-2604,Change in request type,2022-09-22 14:14:55.827,User_3,Incident,ReqType_18,Low,Assignee_1,Security_6,Project_1,M
Case01-2604,Closed,2022-09-26 10:43:47.348,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,Waiting validation,2022-09-26 10:38:22.063,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2604,Resolved,2022-09-26 10:38:19.865,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,In Progress,2022-09-26 10:27:35.894,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2604,Resolution Rejected,2022-09-26 10:27:33.889,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,Waiting validation,2022-09-22 14:15:01.436,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2604,Resolved,2022-09-22 14:14:59.131,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,In Progress,2022-09-22 14:14:57.857,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2604,Open,2022-09-21 16:35:26.227,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Change in request type,2022-09-22 14:17:26.217,User_14,Request,ReqType_6,Low,Assignee_5,Security_6,Project_1,M
Case01-2605,Change in incidence type,2022-09-22 14:16:09.124,User_14,Request,ReqType_6,Low,Assignee_5,Security_6,Project_1,M
Case01-2605,First assigned,2022-09-22 09:22:49.147,User_15,Request,ReqType_6,Low,Assignee_5,Security_6,Project_1,M
Case01-2605,Closed,2022-09-26 10:42:44.791,User_13,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Waiting validation,2022-09-22 14:17:58.656,User_3,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,A
Case01-2605,Resolved,2022-09-22 14:17:56.533,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,In Progress,2022-09-22 14:17:53.374,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Open,2022-09-22 14:17:51.632,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Pending,2022-09-22 14:17:29.045,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Open,2022-09-22 14:17:27.527,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Pending,2022-09-22 14:17:22.955,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2605,Open,2022-09-21 17:02:30.805,User_13,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2607,First assigned,2022-09-22 09:33:17.574,User_3,Request,ReqType_6,Low,Assignee_5,Security_6,Project_1,M
Case01-2607,Closed,2022-09-28 07:02:26.557,User_3,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,A
Case01-2607,Waiting validation,2022-09-22 17:04:30.325,User_3,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,A
Case01-2607,Resolved,2022-09-22 17:04:28.204,User_51,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2607,In Progress,2022-09-22 17:02:26.475,User_51,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2607,Open,2022-09-21 17:58:08.127,User_250,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2608,First assigned,2022-09-22 09:34:04.756,User_3,Request,ReqType_6,Low,Assignee_5,Security_6,Project_1,M
Case01-2608,Closed,2022-09-28 07:02:30.200,User_3,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,A
Case01-2608,Waiting validation,2022-09-22 17:22:17.180,User_3,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,A
Case01-2608,Resolved,2022-09-22 17:22:15.194,User_51,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2608,In Progress,2022-09-22 17:21:14.904,User_51,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2608,Open,2022-09-21 18:00:01.876,User_530,Request,ReqType_1,Low,Assignee_8,Security_8,Project_1,M
Case01-2609,First assigned,2022-09-22 09:36:14.476,User_71,Request,ReqType_23,Low,Assignee_5,Security_6,Project_1,M
Case01-2609,Closed,2022-09-23 18:40:12.773,User_430,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2609,Waiting validation,2022-09-23 09:49:31.506,User_3,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,A
Case01-2609,Resolved,2022-09-23 09:49:29.584,User_222,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2609,In Progress,2022-09-23 09:49:27.941,User_222,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2609,Open,2022-09-21 18:17:36.958,User_430,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-261,Change in request type,2022-04-19 17:05:19.139,User_3,Request,ReqType_23,Medium,Assignee_5,Security_6,Project_1,M
Case01-261,First assigned,2022-04-19 16:54:48.174,User_14,Request,ReqType_23,Medium,Assignee_5,Security_6,Project_1,M
Case01-261,Moved ticket,2022-04-19 16:44:08.475,User_14,Request,ReqType_23,Medium,Assignee_5,Security_6,Project_1,M
Case01-261,Closed,2022-04-20 09:00:08.324,User_95,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-261,Waiting validation,2022-04-20 08:56:37.257,User_3,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,A
Case01-261,Resolved,2022-04-20 08:56:35.037,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-261,In Progress,2022-04-20 08:56:33.634,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-261,Waiting,2022-04-19 16:55:37.636,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-261,In Progress,2022-04-19 16:54:49.445,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-261,Open,2022-04-19 16:23:50.535,User_95,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-2611,First assigned,2022-09-22 10:37:27.555,User_16,Query,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2611,Change in request type,2022-10-05 08:56:21.747,User_71,Query,ReqType_23,Low,Assignee_5,Security_6,Project_1,M
Case01-2611,Closed,2022-10-05 09:35:47.623,User_40,Query,ReqType_47,Low,Assignee_12,Security_15,Project_1,M
Case01-2611,Waiting validation,2022-10-05 08:56:33.865,User_3,Query,ReqType_47,Low,Assignee_12,Security_15,Project_1,A
Case01-2611,Resolved,2022-10-05 08:56:31.328,User_222,Query,ReqType_47,Low,Assignee_12,Security_15,Project_1,M
Case01-2611,In Progress,2022-10-05 08:56:29.236,User_222,Query,ReqType_47,Low,Assignee_12,Security_15,Project_1,M
Case01-2611,Open,2022-09-22 09:53:21.298,User_40,Query,ReqType_47,Low,Assignee_12,Security_15,Project_1,M
Case01-2612,Moved ticket,2022-09-22 10:45:12.613,User_3,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2612,First assigned,2022-09-22 11:02:03.887,User_2,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2612,Change in request type,2022-09-22 14:19:25.039,User_2,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2612,Closed,2022-09-22 15:08:15.912,User_612,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2612,Waiting validation,2022-09-22 14:19:28.436,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2612,Resolved,2022-09-22 14:19:26.497,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2612,In Progress,2022-09-22 14:19:20.065,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2612,Open,2022-09-22 10:35:16.055,User_612,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2613,First assigned,2022-09-22 11:03:17.937,User_16,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2613,Closed,2022-09-23 15:21:50.200,User_293,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2613,Waiting validation,2022-09-23 14:06:27.285,User_3,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,A
Case01-2613,Resolved,2022-09-23 14:06:24.830,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2613,In Progress,2022-09-23 13:51:04.775,User_613,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2613,Waiting for approval,2022-09-22 14:20:51.900,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2613,In Progress,2022-09-22 14:20:48.998,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2613,Open,2022-09-22 11:03:07.192,User_293,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,First assigned,2022-09-22 11:05:13.531,User_198,Request,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2614,Closed,2022-09-28 07:02:29.470,User_3,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,A
Case01-2614,Waiting validation,2022-09-23 16:57:31.646,User_3,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,A
Case01-2614,Resolved,2022-09-23 16:57:29.210,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,In Progress,2022-09-23 15:21:54.214,User_3,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,A
Case01-2614,Waiting validation,2022-09-23 14:07:54.092,User_3,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,A
Case01-2614,Resolved,2022-09-23 14:07:51.696,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,In Progress,2022-09-23 13:52:17.087,User_613,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,Waiting for approval,2022-09-22 14:21:43.530,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,In Progress,2022-09-22 14:21:41.111,User_14,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2614,Open,2022-09-22 11:04:55.771,User_293,Request,ReqType_18,Low,Assignee_5,Security_13,Project_1,M
Case01-2615,Change in request type,2022-09-22 14:28:30.422,User_3,Incident,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2615,First assigned,2022-09-22 12:58:42.418,User_2,Incident,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2615,Closed,2022-09-26 10:39:55.703,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2615,Waiting validation,2022-09-22 14:28:35.891,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2615,Resolved,2022-09-22 14:28:33.483,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2615,In Progress,2022-09-22 14:28:31.870,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2615,Open,2022-09-22 11:11:19.442,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2616,Change in request type,2022-09-22 16:43:00.989,User_3,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2616,First assigned,2022-09-22 16:33:53.683,User_2,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2616,Moved ticket,2022-09-22 11:26:15.296,User_3,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2616,Closed,2022-09-30 09:05:58.315,User_3,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,A
Case01-2616,Waiting validation,2022-09-27 12:05:20.888,User_3,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,A
Case01-2616,Resolved,2022-09-27 12:05:18.882,User_14,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2616,In Progress,2022-09-27 12:05:17.382,User_14,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2616,Pending supplier,2022-09-26 13:22:34.404,User_14,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2616,In Progress,2022-09-26 12:46:06.323,User_3,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,A
Case01-2616,Pending supplier,2022-09-22 16:43:02.534,User_14,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2616,In Progress,2022-09-22 16:42:58.403,User_14,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2616,Open,2022-09-22 11:17:40.443,User_314,Query,ReqType_40,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,First assigned,2022-09-22 13:56:19.477,User_198,Request,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2617,Closed,2022-10-04 18:58:35.391,User_39,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,Waiting validation,2022-09-28 16:43:31.727,User_3,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,A
Case01-2617,Resolved,2022-09-28 16:43:29.280,User_14,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,In Progress,2022-09-28 16:43:27.700,User_14,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,Pending supplier,2022-09-22 16:24:22.313,User_14,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,In Progress,2022-09-22 16:24:19.860,User_14,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2617,Open,2022-09-22 11:29:20.652,User_39,Request,ReqType_23,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,Change in request type,2022-09-23 13:32:19.708,User_2,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2618,First assigned,2022-09-22 16:43:11.589,User_199,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2618,Closed,2022-09-28 07:02:29.969,User_3,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,A
Case01-2618,Waiting validation,2022-09-23 13:32:17.048,User_3,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,A
Case01-2618,Resolved,2022-09-23 13:32:15.088,User_14,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,In Progress,2022-09-22 16:49:29.346,User_3,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,A
Case01-2618,Waiting for user,2022-09-22 16:43:39.291,User_14,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,In Progress,2022-09-22 16:43:37.703,User_14,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,Pending supplier,2022-09-22 16:43:35.639,User_14,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,In Progress,2022-09-22 16:43:13.886,User_14,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2618,Open,2022-09-22 12:21:19.632,User_44,Incident,ReqType_21,Low,Assignee_5,Security_13,Project_1,M
Case01-2619,Change in request type,2022-09-22 14:38:12.161,User_2,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2619,First assigned,2022-09-22 13:46:26.758,User_2,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2619,Change in incidence type,2022-09-23 14:09:39.278,User_2,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2619,Pending supplier,2022-09-23 14:09:56.082,User_14,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2619,In Progress,2022-09-22 18:56:47.267,User_3,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2619,Resolution Rejected,2022-09-22 18:56:45.089,User_16,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2619,Waiting validation,2022-09-22 14:38:17.630,User_3,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2619,Resolved,2022-09-22 14:38:15.581,User_14,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2619,In Progress,2022-09-22 14:38:13.657,User_14,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2619,Open,2022-09-22 13:13:07.957,User_16,Request,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,First assigned,2022-09-22 14:46:01.178,User_199,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2620,Change in request type,2022-09-22 14:46:02.811,User_3,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2620,Closed,2022-09-23 18:08:45.048,User_16,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,Waiting validation,2022-09-23 16:00:18.443,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2620,Resolved,2022-09-23 16:00:16.216,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,In Progress,2022-09-23 16:00:14.739,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,Pending supplier,2022-09-23 14:04:43.122,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,In Progress,2022-09-23 14:04:41.824,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,Waiting for user,2022-09-22 14:46:16.225,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,In Progress,2022-09-22 14:46:13.821,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2620,Open,2022-09-22 13:20:57.531,User_16,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2621,Change in request type,2022-09-23 09:10:18.218,User_42,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2621,First assigned,2022-09-22 14:04:38.032,User_200,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2621,Closed,2022-09-26 13:22:54.779,User_14,Request,ReqType_29,Low,Assignee_7,Security_1,Project_1,M
Case01-2621,Waiting validation,2022-09-23 10:53:20.039,User_3,Request,ReqType_29,Low,Assignee_7,Security_1,Project_1,A
Case01-2621,Resolved,2022-09-23 10:53:18.217,User_42,Request,ReqType_29,Low,Assignee_7,Security_1,Project_1,M
Case01-2621,In Progress,2022-09-23 09:12:56.863,User_42,Request,ReqType_29,Low,Assignee_7,Security_1,Project_1,M
Case01-2621,Open,2022-09-22 14:04:29.743,User_14,Request,ReqType_29,Low,Assignee_7,Security_1,Project_1,M
Case01-2622,First assigned,2022-09-23 09:45:31.290,User_42,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2622,Closed,2022-09-27 18:35:02.327,User_222,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2622,Waiting validation,2022-09-27 18:02:06.965,User_3,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,A
Case01-2622,Resolved,2022-09-27 18:02:03.813,User_222,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2622,In Progress,2022-09-27 18:02:02.303,User_222,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2622,Open,2022-09-22 22:10:05.132,User_86,Request,ReqType_42,Low,Assignee_12,Security_8,Project_1,M
Case01-2623,First assigned,2022-09-23 07:57:16.525,User_55,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2623,Closed,2022-09-28 07:02:25.420,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2623,Waiting validation,2022-09-23 09:22:55.818,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2623,Resolved,2022-09-23 09:22:53.580,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2623,In Progress,2022-09-23 09:22:12.011,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2623,Under development,2022-09-23 07:58:56.487,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2623,In Progress,2022-09-23 07:58:41.250,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2623,Open,2022-09-23 07:57:03.898,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2625,Change in person assigned,2022-09-23 08:42:11.023,User_3,Request,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2625,First assigned,2022-09-22 23:12:41.412,User_2,Request,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2625,Moved ticket,2022-09-23 08:42:32.295,User_2,Request,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2625,Change in incidence type,2022-09-23 11:03:48.879,User_107,Request,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2625,Change in person assigned,2022-09-23 10:54:33.791,User_42,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2625,Change in person assigned,2022-09-23 10:51:03.040,User_3,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2625,Change in person assigned,2022-09-23 10:51:52.523,User_42,Request,ReqType_18,Low,Assignee_7,Security_3,Project_1,M
Case01-2625,Closed,2022-09-29 18:17:21.385,User_97,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,Waiting validation,2022-09-29 17:20:11.010,User_3,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2625,Resolved,2022-09-29 17:20:08.934,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,In Progress,2022-09-29 17:20:07.285,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,Pending supplier,2022-09-23 16:57:21.603,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,In Progress,2022-09-23 15:18:24.256,User_3,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2625,Waiting for user,2022-09-23 14:11:56.234,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,In Progress,2022-09-23 14:11:52.779,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2625,Open,2022-09-22 23:11:23.446,User_97,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2626,Change in request type,2022-09-23 12:07:14.765,User_3,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2626,First assigned,2022-09-23 09:11:17.754,User_107,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2626,Closed,2022-09-26 10:46:38.793,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2626,Waiting validation,2022-09-23 12:07:28.520,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2626,Resolved,2022-09-23 12:07:26.606,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2626,In Progress,2022-09-23 12:07:17.271,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2626,Open,2022-09-23 09:10:21.908,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2627,First assigned,2022-09-23 10:47:46.516,User_2,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2627,Change in request type,2022-09-23 10:47:54.006,User_2,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2627,Closed,2022-09-23 11:29:43.241,User_417,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2627,Waiting validation,2022-09-23 11:11:26.624,User_3,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,A
Case01-2627,Resolved,2022-09-23 11:11:24.130,User_2,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2627,In Progress,2022-09-23 11:11:00.631,User_2,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2627,Pending supplier,2022-09-23 11:03:25.428,User_2,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2627,In Progress,2022-09-23 10:47:55.579,User_2,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2627,Open,2022-09-23 09:32:37.593,User_417,Incident,ReqType_14,Low,Assignee_1,Security_12,Project_1,M
Case01-2628,First assigned,2022-09-23 11:54:43.349,User_2,Request,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2628,Pending supplier,2022-09-29 13:43:36.804,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2628,In Progress,2022-09-29 11:35:52.175,User_3,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,A
Case01-2628,Pending supplier,2022-09-23 14:10:54.484,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2628,In Progress,2022-09-23 14:10:53.335,User_14,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2628,Open,2022-09-23 11:15:53.650,User_330,Request,ReqType_23,Low,Assignee_5,Security_8,Project_1,M
Case01-2629,First assigned,2022-09-23 12:04:49.237,User_107,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2629,Change in request type,2022-09-23 12:04:43.530,User_3,Incident,ReqType_24,Low,Assignee_1,Security_3,Project_1,M
Case01-2629,Closed,2022-10-03 10:25:25.942,User_13,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
Case01-2629,Waiting validation,2022-09-26 10:56:40.860,User_3,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,A
Case01-2629,Resolved,2022-09-26 10:56:38.947,User_14,Incident,ReqType_21,Low,Assignee_5,Security_8,Project_1,M
